      En-low      En-high        flux      flux-unc         gxs       gxs-unc   greac-rate     cum-rate 
  5.49541E-02  5.75440E-02  1.41044E-03  0.00000E+00  1.79029E+00  0.00000E+00  2.52509E-03  3.38768E+00
  5.75440E-02  6.02560E-02  1.41044E-03  0.00000E+00  1.78470E+00  0.00000E+00  2.51720E-03  3.39020E+00
  6.02560E-02  6.30957E-02  1.41044E-03  0.00000E+00  1.77925E+00  0.00000E+00  2.50951E-03  3.39271E+00
  6.30957E-02  6.60693E-02  1.41044E-03  0.00000E+00  1.77416E+00  0.00000E+00  2.50234E-03  3.39521E+00
  6.60693E-02  6.91831E-02  1.41044E-03  0.00000E+00  1.76921E+00  0.00000E+00  2.49536E-03  3.39771E+00
  6.91831E-02  7.24436E-02  1.41044E-03  0.00000E+00  1.76453E+00  0.00000E+00  2.48876E-03  3.40020E+00
  7.24436E-02  7.58578E-02  1.41044E-03  0.00000E+00  1.76007E+00  0.00000E+00  2.48247E-03  3.40268E+00
  7.58578E-02  7.94328E-02  1.41044E-03  0.00000E+00  1.75576E+00  0.00000E+00  2.47639E-03  3.40516E+00
  7.94328E-02  8.31764E-02  1.41044E-03  0.00000E+00  1.75172E+00  0.00000E+00  2.47069E-03  3.40763E+00
  8.31764E-02  8.70964E-02  1.41044E-03  0.00000E+00  1.74776E+00  0.00000E+00  2.46511E-03  3.41009E+00
  8.70964E-02  9.12011E-02  1.41044E-03  0.00000E+00  1.74410E+00  0.00000E+00  2.45994E-03  3.41255E+00
  9.12011E-02  9.54993E-02  1.41044E-03  0.00000E+00  1.74048E+00  0.00000E+00  2.45483E-03  3.41501E+00
  9.54993E-02  1.00000E-01  1.41044E-03  0.00000E+00  1.73714E+00  0.00000E+00  2.45012E-03  3.41746E+00
  1.00000E-01  1.04713E-01  1.41044E-03  0.00000E+00  1.73384E+00  0.00000E+00  2.44548E-03  3.41990E+00
  1.04713E-01  1.09648E-01  1.41044E-03  0.00000E+00  1.73078E+00  0.00000E+00  2.44116E-03  3.42234E+00
  1.09648E-01  1.14815E-01  1.41044E-03  0.00000E+00  1.72782E+00  0.00000E+00  2.43698E-03  3.42478E+00
  1.14815E-01  1.20226E-01  1.41044E-03  0.00000E+00  1.72495E+00  0.00000E+00  2.43293E-03  3.42721E+00
  1.20226E-01  1.25893E-01  1.41044E-03  0.00000E+00  1.72232E+00  0.00000E+00  2.42923E-03  3.42964E+00
  1.25893E-01  1.31826E-01  1.41044E-03  0.00000E+00  1.71965E+00  0.00000E+00  2.42546E-03  3.43207E+00
  1.31826E-01  1.38038E-01  1.41044E-03  0.00000E+00  1.71728E+00  0.00000E+00  2.42212E-03  3.43449E+00
  1.38038E-01  1.44544E-01  1.41044E-03  0.00000E+00  1.71487E+00  0.00000E+00  2.41872E-03  3.43691E+00
  1.44544E-01  1.51356E-01  1.41044E-03  0.00000E+00  1.71264E+00  0.00000E+00  2.41557E-03  3.43932E+00
  1.51356E-01  1.58489E-01  1.41044E-03  0.00000E+00  1.71054E+00  0.00000E+00  2.41261E-03  3.44174E+00
  1.58489E-01  1.65959E-01  1.41044E-03  0.00000E+00  1.70840E+00  0.00000E+00  2.40959E-03  3.44415E+00
  1.65959E-01  1.73780E-01  1.41044E-03  0.00000E+00  1.70653E+00  0.00000E+00  2.40695E-03  3.44655E+00
