      En-low      En-high        flux      flux-unc         gxs       gxs-unc   greac-rate     cum-rate 
  3.80189E-03  3.98107E-03  1.41044E-03  0.00000E+00  5.68349E+05  4.59259E+01  8.01621E+02  6.52242E+05
  3.98107E-03  4.16869E-03  1.41044E-03  0.00000E+00  5.55403E+05  4.59259E+01  7.83361E+02  6.53025E+05
  4.16869E-03  4.36516E-03  1.41044E-03  0.00000E+00  5.42769E+05  4.59259E+01  7.65541E+02  6.53791E+05
  4.36516E-03  4.57088E-03  1.41044E-03  0.00000E+00  5.30406E+05  4.59259E+01  7.48105E+02  6.54539E+05
  4.57088E-03  4.78630E-03  1.41044E-03  0.00000E+00  5.18340E+05  4.59259E+01  7.31085E+02  6.55270E+05
  4.78630E-03  5.01187E-03  1.41044E-03  0.00000E+00  5.06538E+05  4.59259E+01  7.14439E+02  6.55985E+05
  5.01187E-03  5.24807E-03  1.41044E-03  0.00000E+00  4.95007E+05  4.59259E+01  6.98177E+02  6.56683E+05
  5.24807E-03  5.49541E-03  1.41044E-03  0.00000E+00  4.83743E+05  4.59259E+01  6.82288E+02  6.57365E+05
  5.49541E-03  5.75440E-03  1.41044E-03  0.00000E+00  4.72727E+05  4.59259E+01  6.66752E+02  6.58032E+05
  5.75440E-03  6.02560E-03  1.41044E-03  0.00000E+00  4.61972E+05  4.59259E+01  6.51583E+02  6.58683E+05
  6.02560E-03  6.30957E-03  1.41044E-03  0.00000E+00  4.51449E+05  4.23736E+01  6.36741E+02  6.59320E+05
  6.30957E-03  6.60693E-03  1.41044E-03  0.00000E+00  4.41181E+05  4.23736E+01  6.22258E+02  6.59942E+05
  6.60693E-03  6.91831E-03  1.41044E-03  0.00000E+00  4.31132E+05  4.23736E+01  6.08085E+02  6.60550E+05
  6.91831E-03  7.24436E-03  1.41044E-03  0.00000E+00  4.21323E+05  4.23736E+01  5.94250E+02  6.61145E+05
  7.24436E-03  7.58578E-03  1.41044E-03  0.00000E+00  4.11728E+05  4.23736E+01  5.80716E+02  6.61725E+05
  7.58578E-03  7.94328E-03  1.41044E-03  0.00000E+00  4.02359E+05  4.23736E+01  5.67503E+02  6.62293E+05
  7.94328E-03  8.31764E-03  1.41044E-03  0.00000E+00  3.93200E+05  4.23736E+01  5.54584E+02  6.62847E+05
  8.31764E-03  8.70964E-03  1.41044E-03  0.00000E+00  3.84250E+05  4.23736E+01  5.41960E+02  6.63389E+05
  8.70964E-03  9.12011E-03  1.41044E-03  0.00000E+00  3.75505E+05  4.23736E+01  5.29627E+02  6.63919E+05
  9.12011E-03  9.54993E-03  1.41044E-03  0.00000E+00  3.66954E+05  4.23736E+01  5.17565E+02  6.64437E+05
  9.54993E-03  1.00000E-02  1.41044E-03  0.00000E+00  3.58606E+05  4.23736E+01  5.05791E+02  6.64942E+05
